Address,City,State,ZIP,,[sequence],[summary],[addressee],[delivery_line_1],[delivery_line_2],[city_name],[state_abbreviation],[full_zipcode],[notes],[county_name],[rdi],[latitude],[longitude],[precision],[dpv_match_code],[dpv_footnotes],[footnotes],[county_fips],[record_type],[zip_type],[carrier_route],[congressional_district],[building_default_indicator],[elot_sequence],[elot_sort],[time_zone],[utc_offset],[dst],[dpv_cmra],[ews_match],[lacslink_indicator],[lacslink_code],[suitelink_match],[dpv_vacant],[active],[urbanization],[primary_number],[street_name],[street_predirection],[street_postdirection],[street_suffix],[secondary_number],[secondary_designator],[extra_secondary_number],[extra_secondary_designator],[pmb_designator],[pmb_number],[default_city_name],[zipcode],[plus4_code],[delivery_point],[delivery_point_check_digit],[last_line],[delivery_point_barcode]
2321 29TH AVE S,Seattle,WA,98144,,3585,Match-Mailable,,2321 29th Ave S,,Seattle,WA,98144-5411,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58259,-122.29521,Zip9,Y,AABB,,53033,S,Standard,C044,9,,129,A,Pacific,-8,Y,N,,,,,N,Y,,2321,29th,,S,Ave,,,,,,,,98144,5411,21,0,Seattle WA 98144-5411,9.81445E+11
2333 29TH AVE S,Seattle,WA,98144,,3586,Match-Mailable,,2333 29th Ave S,,Seattle,WA,98144-5411,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58259,-122.29521,Zip9,Y,AABB,,53033,S,Standard,C044,9,,129,A,Pacific,-8,Y,N,,,,,N,Y,,2333,29th,,S,Ave,,,,,,,,98144,5411,33,7,Seattle WA 98144-5411,9.81445E+11
2211 12TH AVE S,Seattle,WA,98144,,3587,Match-Vacant,,2211 12th Ave S,,Seattle,WA,98144-4155,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58367,-122.3174,Zip9,Y,AABB,,53033,S,Standard,C015,9,,2,A,Pacific,-8,Y,N,,,,,Y,Y,,2211,12th,,S,Ave,,,,,,,,98144,4155,11,7,Seattle WA 98144-4155,9.81444E+11
2300 13TH AVE S,Seattle,WA,98144,,3588,Match-Mailable,,2300 13th Ave S,,Seattle,WA,98144-5091,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58298,-122.31591,Zip9,Y,AABB,,53033,S,Standard,C003,9,,4,A,Pacific,-8,Y,N,,,,,N,Y,,2300,13th,,S,Ave,,,,,,,,98144,5091,0,9,Seattle WA 98144-5091,9.81445E+11
2320 15TH AVE S,Seattle,WA,98144,,3589,Match-Mailable,,2320 15th Ave S,,Seattle,WA,98144-5021,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58273,-122.3133,Zip9,Y,AABB,,53033,S,Standard,C014,9,,121,A,Pacific,-8,Y,N,,,,,N,Y,,2320,15th,,S,Ave,,,,,,,,98144,5021,20,4,Seattle WA 98144-5021,9.81445E+11
2307 16TH AVE S,Seattle,WA,98144,,3590,Match-Mailable,,2307 16th Ave S,,Seattle,WA,98144-5101,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58261,-122.31218,Zip9,Y,AABB,,53033,S,Standard,C014,9,,43,D,Pacific,-8,Y,N,,,,,N,Y,,2307,16th,,S,Ave,,,,,,,,98144,5101,7,0,Seattle WA 98144-5101,9.81445E+11
2320 16TH AVE S,Seattle,WA,98144,,3591,Match-Mailable,,2320 16th Ave S,,Seattle,WA,98144-5102,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58265,-122.312,Zip9,Y,AABB,,53033,S,Standard,C014,9,,44,A,Pacific,-8,Y,N,,,,,N,Y,,2320,16th,,S,Ave,,,,,,,,98144,5102,20,4,Seattle WA 98144-5102,9.81445E+11
2306 17TH AVE S,Seattle,WA,98144,,3592,Match-Mailable,,2306 17th Ave S,,Seattle,WA,98144-5106,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5826,-122.31069,Zip9,Y,AABB,,53033,S,Standard,C014,9,,45,A,Pacific,-8,Y,N,,,,,N,Y,,2306,17th,,S,Ave,,,,,,,,98144,5106,6,6,Seattle WA 98144-5106,9.81445E+11
2328 18TH AVE S,Seattle,WA,98144,,3593,Match-Mailable,,2328 18th Ave S,,Seattle,WA,98144-5114,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58264,-122.30939,Zip9,Y,AABB,,53033,S,Standard,C014,9,,52,A,Pacific,-8,Y,N,,,,,N,Y,,2328,18th,,S,Ave,,,,,,,,98144,5114,28,3,Seattle WA 98144-5114,9.81445E+11
1822 S COLLEGE ST,Seattle,WA,98144,,3594,Match-Mailable,,1822 S College St,,Seattle,WA,98144-4424,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58305,-122.30918,Zip9,Y,AABB,,53033,S,Standard,C014,9,,48,A,Pacific,-8,Y,N,,,,,N,Y,,1822,College,S,,St,,,,,,,,98144,4424,22,6,Seattle WA 98144-4424,9.81444E+11
1903 S WALKER ST,Seattle,WA,98144,,3595,Match-Mailable,,1903 S Walker St,,Seattle,WA,98144-4447,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58358,-122.30795,Zip9,Y,AABB,,53033,S,Standard,C024,9,,46,D,Pacific,-8,Y,N,,,,,N,Y,,1903,Walker,S,,St,,,,,,,,98144,4447,3,2,Seattle WA 98144-4447,9.81444E+11
2312 21ST AVE S,Seattle,WA,98144,,3596,Match-Mailable,,2312 21st Ave S,,Seattle,WA,98144-5211,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58267,-122.30546,Zip9,Y,AABB,,53033,S,Standard,C024,9,,83,D,Pacific,-8,Y,N,,,,,N,Y,,2312,21st,,S,Ave,,,,,,,,98144,5211,12,2,Seattle WA 98144-5211,9.81445E+11
2309 23RD AVE S,Seattle,WA,98144,,3597,Match-Mailable,,2309 23rd Ave S,,Seattle,WA,98144-5338,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58269,-122.30304,Zip9,Y,AABB,,53033,S,Standard,C024,9,,66,A,Pacific,-8,Y,N,,,,,N,Y,,2309,23rd,,S,Ave,,,,,,,,98144,5338,9,6,Seattle WA 98144-5338,9.81445E+11
2320 28TH AVE S,Seattle,WA,98144,,3598,Match-Mailable,,2320 28th Ave S,,Seattle,WA,98144-5410,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58232,-122.29634,Zip9,Y,AABB,,53033,S,Standard,C044,9,,134,A,Pacific,-8,Y,N,,,,,N,Y,,2320,28th,,S,Ave,,,,,,,,98144,5410,20,2,Seattle WA 98144-5410,9.81445E+11
2803 S COLLEGE ST,Seattle,WA,98144,,3599,Match-Mailable,,2803 S College St,,Seattle,WA,98144-5431,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58282,-122.29639,Zip9,Y,AABB,,53033,S,Standard,C044,9,,133,A,Pacific,-8,Y,N,,,,,N,Y,,2803,College,S,,St,,,,,,,,98144,5431,3,8,Seattle WA 98144-5431,9.81445E+11
2201 29TH AVE S,Seattle,WA,98144,,3600,Match-Mailable,,2201 29th Ave S,,Seattle,WA,98144-4858,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58352,-122.2952,Zip9,Y,AABB,,53033,S,Standard,C044,9,,125,A,Pacific,-8,Y,N,,,,,N,Y,,2201,29th,,S,Ave,,,,,,,,98144,4858,1,8,Seattle WA 98144-4858,9.81445E+11
1718 S COLLEGE ST,Seattle,WA,98144,,3601,Match-Mailable,,1718 S College St,,Seattle,WA,98144-4332,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58305,-122.31054,Zip9,Y,AABB,,53033,S,Standard,C014,9,,59,A,Pacific,-8,Y,N,,,,,N,Y,,1718,College,S,,St,,,,,,,,98144,4332,18,3,Seattle WA 98144-4332,9.81444E+11
2318 19TH AVE S,Seattle,WA,98144,,3602,Match-Mailable,,2318 19th Ave S,,Seattle,WA,98144-5144,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5826,-122.30808,Zip9,Y,AABB,,53033,S,Standard,C024,9,,96,A,Pacific,-8,Y,N,,,,,N,Y,,2318,19th,,S,Ave,,,,,,,,98144,5144,18,1,Seattle WA 98144-5144,9.81445E+11
2323 20TH AVE S,Seattle,WA,98144,,3603,Match-Mailable,,2323 20th Ave S,,Seattle,WA,98144-5201,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58263,-122.30696,Zip9,Y,AABB,,53033,S,Standard,C024,9,,103,D,Pacific,-8,Y,N,,,,,N,Y,,2323,20th,,S,Ave,,,,,,,,98144,5201,23,1,Seattle WA 98144-5201,9.81445E+11
2307 21ST AVE S,Seattle,WA,98144,,3604,Match-Mailable,,2307 21st Ave S,,Seattle,WA,98144-5210,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58263,-122.30564,Zip9,Y,AABB,,53033,S,Standard,C024,9,,86,A,Pacific,-8,Y,N,,,,,N,Y,,2307,21st,,S,Ave,,,,,,,,98144,5210,7,9,Seattle WA 98144-5210,9.81445E+11
2207 30TH AVE S,Seattle,WA,98144,,3605,Match-Mailable,,2207 30th Ave S,,Seattle,WA,98144-4870,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58355,-122.29417,Zip9,Y,AABB,,53033,S,Standard,C044,9,,124,A,Pacific,-8,Y,N,,,,,N,Y,,2207,30th,,S,Ave,,,,,,,,98144,4870,7,8,Seattle WA 98144-4870,9.81445E+11
2323 12TH AVE S,Seattle,WA,98144,,3606,Match-Mailable,,2323 12th Ave S,,Seattle,WA,98144-5001,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58327,-122.31737,Zip9,Y,AABB,,53033,S,Standard,C015,9,,4,A,Pacific,-8,Y,N,,,,,N,Y,,2323,12th,,S,Ave,,,,,,,,98144,5001,23,3,Seattle WA 98144-5001,9.81445E+11
2311 15TH AVE S,Seattle,WA,98144,,3607,Match-Mailable,,2311 15th Ave S,,Seattle,WA,98144-5020,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58233,-122.31349,Zip9,Y,AABB,,53033,S,Standard,C014,9,,109,A,Pacific,-8,Y,N,,,,,N,Y,,2311,15th,,S,Ave,,,,,,,,98144,5020,11,5,Seattle WA 98144-5020,9.81445E+11
2327 20TH AVE S,Seattle,WA,98144,,3608,Match-Mailable,,2327 20th Ave S,,Seattle,WA,98144-5201,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58263,-122.30696,Zip9,Y,AABB,,53033,S,Standard,C024,9,,103,D,Pacific,-8,Y,N,,,,,N,Y,,2327,20th,,S,Ave,,,,,,,,98144,5201,27,7,Seattle WA 98144-5201,9.81445E+11
2323 21ST AVE S,Seattle,WA,98144,,3609,Match-Mailable,,2323 21st Ave S,,Seattle,WA,98144-5210,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58263,-122.30564,Zip9,Y,AABB,,53033,S,Standard,C024,9,,86,A,Pacific,-8,Y,N,,,,,N,Y,,2323,21st,,S,Ave,,,,,,,,98144,5210,23,1,Seattle WA 98144-5210,9.81445E+11
2327 21ST AVE S,Seattle,WA,98144,,3610,Match-Mailable,,2327 21st Ave S,,Seattle,WA,98144-5210,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58263,-122.30564,Zip9,Y,AABB,,53033,S,Standard,C024,9,,86,A,Pacific,-8,Y,N,,,,,N,Y,,2327,21st,,S,Ave,,,,,,,,98144,5210,27,7,Seattle WA 98144-5210,9.81445E+11
2201 22ND AVE S,Seattle,WA,98144,,3611,No Match,,2201 22nd Ave S,,Seattle,WA,98144-4522,"Matched street and city and state, Primary number invalid",King,Unknown,47.58358,-122.30434,Zip9,N,AAM3,,53033,S,Standard,C024,9,,,,Pacific,-8,Y,,,,,,,,,2201,22nd,,S,Ave,,,,,,,,98144,4522,,,Seattle WA 98144-4522,981444522
2316 22ND AVE S,Seattle,WA,98144,,3612,Match-Mailable,,2316 22nd Ave S,,Seattle,WA,98144-5220,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58259,-122.30417,Zip9,Y,AABB,,53033,S,Standard,C024,9,,80,D,Pacific,-8,Y,N,,,,,N,Y,,2316,22nd,,S,Ave,,,,,,,,98144,5220,16,8,Seattle WA 98144-5220,9.81445E+11
2306 22ND AVE S,Seattle,WA,98144,,3613,Match-Mailable,,2306 22nd Ave S,,Seattle,WA,98144-5220,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58259,-122.30417,Zip9,Y,AABB,,53033,S,Standard,C024,9,,81,D,Pacific,-8,Y,N,,,,,N,Y,,2306,22nd,,S,Ave,,,,,,,,98144,5220,6,9,Seattle WA 98144-5220,9.81445E+11
2333 21ST AVE S,Seattle,WA,98144,,3614,Match-Mailable,,2333 21st Ave S,,Seattle,WA,98144-5210,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58263,-122.30564,Zip9,Y,AABB,,53033,S,Standard,C024,9,,86,A,Pacific,-8,Y,N,,,,,N,Y,,2333,21st,,S,Ave,,,,,,,,98144,5210,33,0,Seattle WA 98144-5210,9.81445E+11
2311 21ST AVE S,Seattle,WA,98144,,3615,Match-Mailable,,2311 21st Ave S,,Seattle,WA,98144-5210,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58263,-122.30564,Zip9,Y,AABB,,53033,S,Standard,C024,9,,86,A,Pacific,-8,Y,N,,,,,N,Y,,2311,21st,,S,Ave,,,,,,,,98144,5210,11,4,Seattle WA 98144-5210,9.81445E+11
2318 21ST AVE S,Seattle,WA,98144,,3616,Match-Mailable,,2318 21st Ave S,,Seattle,WA,98144-5211,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58267,-122.30546,Zip9,Y,AABB,,53033,S,Standard,C024,9,,83,D,Pacific,-8,Y,N,,,,,N,Y,,2318,21st,,S,Ave,,,,,,,,98144,5211,18,6,Seattle WA 98144-5211,9.81445E+11
2317 22ND AVE S,Seattle,WA,98144,,3617,Match-Mailable,,2317 22nd Ave S,,Seattle,WA,98144-5219,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58269,-122.30435,Zip9,Y,AABB,,53033,S,Standard,C024,9,,82,A,Pacific,-8,Y,N,,,,,N,Y,,2317,22nd,,S,Ave,,,,,,,,98144,5219,17,9,Seattle WA 98144-5219,9.81445E+11
2211 30TH AVE S,Seattle,WA,98144,,3618,Match-Mailable,,2211 30th Ave S,,Seattle,WA,98144-4870,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58355,-122.29417,Zip9,Y,AABB,,53033,S,Standard,C044,9,,124,A,Pacific,-8,Y,N,,,,,N,Y,,2211,30th,,S,Ave,,,,,,,,98144,4870,11,3,Seattle WA 98144-4870,9.81445E+11
2330 12TH AVE S,Seattle,WA,98144,,3619,Match-Mailable,,2330 12th Ave S,,Seattle,WA,98144-5002,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58326,-122.3172,Zip9,Y,AABB,,53033,S,Standard,C015,9,,8,A,Pacific,-8,Y,N,,,,,N,Y,,2330,12th,,S,Ave,,,,,,,,98144,5002,30,4,Seattle WA 98144-5002,9.81445E+11
2303 16TH AVE S,Seattle,WA,98144,,3620,Match-Mailable,,2303 16th Ave S,,Seattle,WA,98144-5101,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58261,-122.31218,Zip9,Y,AABB,,53033,S,Standard,C014,9,,43,D,Pacific,-8,Y,N,,,,,N,Y,,2303,16th,,S,Ave,,,,,,,,98144,5101,3,4,Seattle WA 98144-5101,9.81445E+11
2326 16TH AVE S,Seattle,WA,98144,,3621,Match-Mailable,,2326 16th Ave S,,Seattle,WA,98144-5102,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58265,-122.312,Zip9,Y,AABB,,53033,S,Standard,C014,9,,44,A,Pacific,-8,Y,N,,,,,N,Y,,2326,16th,,S,Ave,,,,,,,,98144,5102,26,8,Seattle WA 98144-5102,9.81445E+11
2310 16TH AVE S,Seattle,WA,98144,,3622,Match-Mailable,,2310 16th Ave S,,Seattle,WA,98144-5102,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58265,-122.312,Zip9,Y,AABB,,53033,S,Standard,C014,9,,44,A,Pacific,-8,Y,N,,,,,N,Y,,2310,16th,,S,Ave,,,,,,,,98144,5102,10,5,Seattle WA 98144-5102,9.81445E+11
2300 16TH AVE S,Seattle,WA,98144,,3623,Match-Mailable,,2300 16th Ave S,,Seattle,WA,98144-5102,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58265,-122.312,Zip9,Y,AABB,,53033,S,Standard,C014,9,,44,A,Pacific,-8,Y,N,,,,,N,Y,,2300,16th,,S,Ave,,,,,,,,98144,5102,0,6,Seattle WA 98144-5102,9.81445E+11
2218 17TH AVE S,Seattle,WA,98144,,3624,Match-Mailable,,2218 17th Ave S,,Seattle,WA,98144-4316,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58354,-122.31069,Zip9,Y,AABB,,53033,S,Standard,C013,9,,123,A,Pacific,-8,Y,N,,,,,N,Y,,2218,17th,,S,Ave,,,,,,,,98144,4316,18,1,Seattle WA 98144-4316,9.81444E+11
2317 19TH AVE S,Seattle,WA,98144,,3625,Match-Mailable,,2317 19th Ave S,,Seattle,WA,98144-5143,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58266,-122.30826,Zip9,Y,AABB,,53033,S,Standard,C024,9,,97,D,Pacific,-8,Y,N,,,,,N,Y,,2317,19th,,S,Ave,,,,,,,,98144,5143,17,3,Seattle WA 98144-5143,9.81445E+11
2207 19TH AVE S,Seattle,WA,98144,,3626,Match-Mailable,,2207 19th Ave S,,Seattle,WA,98144-4456,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58362,-122.30825,Zip9,Y,AABB,,53033,S,Standard,C024,9,,47,A,Pacific,-8,Y,N,,,,,N,Y,,2207,19th,,S,Ave,,,,,,,,98144,4456,7,8,Seattle WA 98144-4456,9.81444E+11
1908 S COLLEGE ST,Seattle,WA,98144,,3627,Match-Mailable,,1908 S College St,,Seattle,WA,98144-4426,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58305,-122.30806,Zip9,Y,AABB,,53033,S,Standard,C024,9,,42,D,Pacific,-8,Y,N,,,,,N,Y,,1908,College,S,,St,,,,,,,,98144,4426,8,0,Seattle WA 98144-4426,9.81444E+11
1909 S WALKER ST,Seattle,WA,98144,,3628,Match-Mailable,,1909 S Walker St,,Seattle,WA,98144-4447,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58358,-122.30795,Zip9,Y,AABB,,53033,S,Standard,C024,9,,46,D,Pacific,-8,Y,N,,,,,N,Y,,1909,Walker,S,,St,,,,,,,,98144,4447,9,6,Seattle WA 98144-4447,9.81444E+11
1923 S WALKER ST,Seattle,WA,98144,,3629,Match-Mailable,,1923 S Walker St,,Seattle,WA,98144-4447,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58358,-122.30795,Zip9,Y,AABB,,53033,S,Standard,C024,9,,46,D,Pacific,-8,Y,N,,,,,N,Y,,1923,Walker,S,,St,,,,,,,,98144,4447,23,0,Seattle WA 98144-4447,9.81444E+11
1901 S COLLEGE ST,Seattle,WA,98144,,3630,Match-Mailable,,1901 S College St,,Seattle,WA,98144-4425,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58287,-122.30806,Zip9,Y,AABB,,53033,S,Standard,C024,9,,43,A,Pacific,-8,Y,N,,,,,N,Y,,1901,College,S,,St,,,,,,,,98144,4425,1,8,Seattle WA 98144-4425,9.81444E+11
2332 28TH AVE S,Seattle,WA,98144,,3631,Match-Mailable,,2332 28th Ave S,,Seattle,WA,98144-5410,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58232,-122.29634,Zip9,Y,AABB,,53033,S,Standard,C044,9,,132,D,Pacific,-8,Y,N,,,,,N,Y,,2332,28th,,S,Ave,,,,,,,,98144,5410,32,9,Seattle WA 98144-5410,9.81445E+11
2319 20TH AVE S,Seattle,WA,98144,,3632,Match-Mailable,,2319 20th Ave S,,Seattle,WA,98144-5201,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58263,-122.30696,Zip9,Y,AABB,,53033,S,Standard,C024,9,,103,D,Pacific,-8,Y,N,,,,,N,Y,,2319,20th,,S,Ave,,,,,,,,98144,5201,19,6,Seattle WA 98144-5201,9.81445E+11
2326 20TH AVE S,Seattle,WA,98144,,3633,Match-Mailable,,2326 20th Ave S,,Seattle,WA,98144-5202,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58265,-122.30678,Zip9,Y,AABB,,53033,S,Standard,C024,9,,104,A,Pacific,-8,Y,N,,,,,N,Y,,2326,20th,,S,Ave,,,,,,,,98144,5202,26,7,Seattle WA 98144-5202,9.81445E+11
2206 20TH AVE S,Seattle,WA,98144,,3634,Match-Mailable,,2206 20th Ave S,,Seattle,WA,98144-4422,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58357,-122.30677,Zip9,Y,AABB,,53033,S,Standard,C024,9,,40,A,Pacific,-8,Y,N,,,,,N,Y,,2206,20th,,S,Ave,,,,,,,,98144,4422,6,6,Seattle WA 98144-4422,9.81444E+11
2207 21ST AVE S,Seattle,WA,98144,,3635,Match-Mailable,,2207 21st Ave S,,Seattle,WA,98144-4511,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58359,-122.30565,Zip9,Y,AABB,,53033,S,Standard,C024,9,,32,A,Pacific,-8,Y,N,,,,,N,Y,,2207,21st,,S,Ave,,,,,,,,98144,4511,7,6,Seattle WA 98144-4511,9.81445E+11
2212 21ST AVE S,Seattle,WA,98144,,3636,Match-Mailable,,2212 21st Ave S,,Seattle,WA,98144-4512,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58357,-122.30547,Zip9,Y,AABB,,53033,S,Standard,C024,9,,33,D,Pacific,-8,Y,N,,,,,N,Y,,2212,21st,,S,Ave,,,,,,,,98144,4512,12,9,Seattle WA 98144-4512,9.81445E+11
2306 21ST AVE S,Seattle,WA,98144,,3637,Match-Mailable,,2306 21st Ave S,,Seattle,WA,98144-5211,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58267,-122.30546,Zip9,Y,AABB,,53033,S,Standard,C024,9,,83,D,Pacific,-8,Y,N,,,,,N,Y,,2306,21st,,S,Ave,,,,,,,,98144,5211,6,9,Seattle WA 98144-5211,9.81445E+11
2303 14TH AVE S,Seattle,WA,98144,,3638,Match-Mailable,,2303 14th Ave S,,Seattle,WA,98144-5012,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58282,-122.31479,Zip9,Y,AABB,,53033,S,Standard,C014,9,,82,A,Pacific,-8,Y,N,,,,,N,Y,,2303,14th,,S,Ave,,,,,,,,98144,5012,3,3,Seattle WA 98144-5012,9.81445E+11
2307 14TH AVE S,Seattle,WA,98144,,3639,Match-Mailable,,2307 14th Ave S,,Seattle,WA,98144-5012,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58282,-122.31479,Zip9,Y,AABB,,53033,S,Standard,C014,9,,82,A,Pacific,-8,Y,N,,,,,N,Y,,2307,14th,,S,Ave,,,,,,,,98144,5012,7,9,Seattle WA 98144-5012,9.81445E+11
2320 14TH AVE S,Seattle,WA,98144,,3640,Match-Mailable,,2320 14th Ave S,,Seattle,WA,98144-5013,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58279,-122.31461,Zip9,Y,AABB,,53033,S,Standard,C014,9,,81,D,Pacific,-8,Y,N,,,,,N,Y,,2320,14th,,S,Ave,,,,,,,,98144,5013,20,3,Seattle WA 98144-5013,9.81445E+11
2306 16TH AVE S,Seattle,WA,98144,,3641,Match-Mailable,,2306 16th Ave S,,Seattle,WA,98144-5102,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58265,-122.312,Zip9,Y,AABB,,53033,S,Standard,C014,9,,44,A,Pacific,-8,Y,N,,,,,N,Y,,2306,16th,,S,Ave,,,,,,,,98144,5102,6,0,Seattle WA 98144-5102,9.81445E+11
2331 17TH AVE S,Seattle,WA,98144,,3642,Match-Mailable,,2331 17th Ave S,,Seattle,WA,98144-5105,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5827,-122.31087,Zip9,Y,AABB,,53033,S,Standard,C014,9,,46,D,Pacific,-8,Y,N,,,,,N,Y,,2331,17th,,S,Ave,,,,,,,,98144,5105,31,9,Seattle WA 98144-5105,9.81445E+11
2328 21ST AVE S,Seattle,WA,98144,,3643,Match-Mailable,,2328 21st Ave S,,Seattle,WA,98144-5211,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58267,-122.30546,Zip9,Y,AABB,,53033,S,Standard,C024,9,,83,D,Pacific,-8,Y,N,,,,,N,Y,,2328,21st,,S,Ave,,,,,,,,98144,5211,28,5,Seattle WA 98144-5211,9.81445E+11
2301 22ND AVE S,Seattle,WA,98144,,3644,Match-Mailable,,2301 22nd Ave S,,Seattle,WA,98144-5219,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58269,-122.30435,Zip9,Y,AABB,,53033,S,Standard,C024,9,,82,A,Pacific,-8,Y,N,,,,,N,Y,,2301,22nd,,S,Ave,,,,,,,,98144,5219,1,6,Seattle WA 98144-5219,9.81445E+11
2215 29TH AVE S,Seattle,WA,98144,,3645,Match-Mailable,,2215 29th Ave S,,Seattle,WA,98144-4858,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58352,-122.2952,Zip9,Y,AABB,,53033,S,Standard,C044,9,,125,A,Pacific,-8,Y,N,,,,,N,Y,,2215,29th,,S,Ave,,,,,,,,98144,4858,15,3,Seattle WA 98144-4858,9.81445E+11
2330 BEACON AVE S,Seattle,WA,98144,,3646,No Match,,2330 Beacon Ave S,,Seattle,WA,98144-5059,"Matched street and city and state, Primary number invalid",King,Unknown,47.58182,-122.31518,Zip9,N,AAM3,,53033,S,Standard,C015,9,,,,Pacific,-8,Y,,,,,,,,,2330,Beacon,,S,Ave,,,,,,,,98144,5059,,,Seattle WA 98144-5059,981445059
2333 22ND AVE S,Seattle,WA,98144,,3647,Match-Mailable,,2333 22nd Ave S,,Seattle,WA,98144-5219,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58269,-122.30435,Zip9,Y,AABB,,53033,S,Standard,C024,9,,82,A,Pacific,-8,Y,N,,,,,N,Y,,2333,22nd,,S,Ave,,,,,,,,98144,5219,33,1,Seattle WA 98144-5219,9.81445E+11
2332 23RD AVE S,Seattle,WA,98144,,3648,Match-Mailable,,2332 23rd Ave S,,Seattle,WA,98144-5301,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58252,-122.30287,Zip9,Y,AABB,,53033,S,Standard,C024,9,,65,D,Pacific,-8,Y,N,,,,,N,Y,,2332,23rd,,S,Ave,,,,,,,,98144,5301,32,0,Seattle WA 98144-5301,9.81445E+11
